Station Name,Street Address,ZIP,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,EV Connector Types,Facility Type
Prestige Parking Corp,25 Sutton Place South,10022,2.0,0.0,Blink Network,40.7565187377,-73.9610743999,J1772,
First Avenue Parking,630 1st Avenue,10016,2.0,0.0,Blink Network,40.745096,-73.971921,J1772,
HCBR STATION 1,9013 4th Ave,11209,1.0,0.0,ChargePoint Network,40.619335,-74.029466,J1772,
266 13th St,266 13th St,11215,2.0,0.0,FLO,40.667017,-73.988698,J1772,
160 W 84th St,160 W 84th St,10024,2.0,0.0,FLO,40.786312,-73.97569,J1772,
Rapid Park - 204 W 101st 2nd Floor,204 W 101st Street,10025,4.0,0.0,LIVINGSTON,40.79743,-73.9687,J1772,
Rapid Park - 205 W 101st 2nd Floor,205 W 101st Street,10025,4.0,0.0,LIVINGSTON,40.79766,-73.96838,J1772,
Rapid Park - 44 State St,44 State St,11201,6.0,0.0,LIVINGSTON,40.6918,-73.99829,J1772,
411 West 55th St,411 W 55th St,10019,4.0,0.0,LIVINGSTON,40.76709,-73.98733,J1772,
301 E. 79th St.,301 E. 79th St.,10075,4.0,0.0,LIVINGSTON,40.76939,-73.96546,J1772,
550 W. 45th St.,550 W. 45th St.,10036,4.0,0.0,LIVINGSTON,40.7624,-73.99635,J1772,
435 E. 55th St.,435 E. 55th St.,10022,4.0,0.0,LIVINGSTON,40.75657,-73.96226,J1772,
449 East 49th Street,449 East 49th Street,10022,6.0,0.0,LIVINGSTON,40.75267,-73.96482,J1772,
4 W 21st St.,4 W 21st St.,10010,4.0,0.0,LIVINGSTON,40.74057,-73.99147,J1772,
210 W 76th St.,210 W 76th St.,10023,4.0,0.0,LIVINGSTON,40.78126,-73.98044,J1772,
142 E 31st St.,142 E 31st St.,10016,4.0,0.0,LIVINGSTON,40.74415,-73.98046,J1772,
44 W 62nd St.,44 W 62nd St.,10023,4.0,0.0,LIVINGSTON,40.7708,-73.98323,J1772,
333 E 75th St.,333 E 75th St.,10021,4.0,0.0,LIVINGSTON,40.7702,-73.95525,J1772,
225 W 49th St,225 W 49th St,10019,4.0,0.0,LIVINGSTON,40.76154,-73.98518,J1772,
110 East End Ave,110 East End Ave,10028,4.0,0.0,LIVINGSTON,40.77447,-73.94599,J1772,
200 East End Ave,200 East End Ave,10128,4.0,0.0,LIVINGSTON,40.77729,-73.94355,J1772,
55 East End Ave,55 East End Ave,10028,6.0,0.0,LIVINGSTON,40.772,-73.94639,J1772,
305 East 80th Street,305 East 80th Street,10075,4.0,0.0,LIVINGSTON,40.77397,-73.9539,J1772,
231 E 94th Street,231 E 94th Street,10128,4.0,0.0,LIVINGSTON,40.78351,-73.94888,J1772,
203 E 71st St.,203 E 71st St.,10021,4.0,0.0,LIVINGSTON,40.76894,-73.96047,J1772,
181 E 73rd Street,181 East 73rd Street,10021,4.0,0.0,LIVINGSTON,40.77082,-73.96068,J1772,
191 East 71st Street,191 E 71st Street,10021,4.0,0.0,LIVINGSTON,40.76945,-73.96154,J1772,
Lincoln Square Garage,178 W 69th Street,10023,1.0,0.0,Blink Network,40.776152,-73.98282,J1772,
Kissena Garage,4370 Kissena Boulevard,11355,1.0,0.0,Blink Network,40.753624,-73.823573,J1772,
320 Mason Ave,320 Mason Ave,10305,4.0,0.0,FLO,40.584984,-74.088044,J1772,
Supercharge NYC,1074 Grand St,11211,2.0,2.0,CHARGELAB,40.7136044677631,-73.93309885767226,J1772 J1772COMBO,STANDALONE_STATION
G & M REALTY 2 STATION 2,22-44 Jackson Ave,11101,2.0,0.0,ChargePoint Network,40.745401,-73.946148,J1772,
G & M REALTY 2 STATION 3,22-44 Jackson Ave,11101,2.0,0.0,ChargePoint Network,40.745399,-73.946226,J1772,
G & M REALTY 2 STATION 4,22-44 Jackson Ave,11101,2.0,0.0,ChargePoint Network,40.745344,-73.94618,J1772,
G & M REALTY 2 STATION 5,22-44 Jackson Ave,11101,2.0,0.0,ChargePoint Network,40.745355,-73.94625,J1772,
Court Square Municipal Parking Garage,45 Court Square,11101,7.0,3.0,EV Connect,40.745475,-73.942225,CHADEMO J1772 J1772COMBO,
G & M REALTY 2 STATION 1,22-44 Jackson Ave,11101,2.0,0.0,ChargePoint Network,40.745393,-73.946234,J1772,
QT STATION 1,62-10 Northern Blvd,11377,2.0,0.0,ChargePoint Network,40.753602,-73.899789,J1772,
QT STATION 3,62-10 Northern Blvd,11377,2.0,0.0,ChargePoint Network,40.753601,-73.899806,J1772,
QT STATION 2,62-10 Northern Blvd,11377,2.0,0.0,ChargePoint Network,40.753602,-73.899825,J1772,
535 Carlton Ave,535 Carlton Ave,11238,4.0,0.0,LIVINGSTON,40.68092,-73.97076,J1772,
ARCHER GREEN MI STATION 1,92-23 168th St,11433,1.0,0.0,ChargePoint Network,40.70522,-73.79147,J1772,
ARCHER GREEN MI STATION 4,92-23 168th St,11433,1.0,0.0,ChargePoint Network,40.70525,-73.791534,J1772,
ARCHER GREEN MI STATION 2,92-23 168th St,11433,1.0,0.0,ChargePoint Network,40.70524,-73.791466,J1772,
ARCHER GREEN MI STATION 3,92-23 168th St,11433,1.0,0.0,ChargePoint Network,40.705254,-73.7915,J1772,
ARCHER GREEN MI STATION 5,92-23 168th Pl,11433,1.0,0.0,ChargePoint Network,40.70568,-73.791504,J1772,
30-10 35th Street,30-10 35th Street,11103,2.0,0.0,FLO,40.765233,-73.918436,J1772,
92746 CHARGEPOINT 1,301 E 66th St,10065,2.0,0.0,ChargePoint Network,40.764935,-73.96063,J1772,
92746 CHARGEPOINT 2,301 E 66th St,10065,2.0,0.0,ChargePoint Network,40.764945,-73.960624,J1772,
81-09 41st Ave,81-09 41st Ave,11373,2.0,0.0,FLO,40.745853,-73.884134,J1772,
Tunnel Garage,300 E 34th Street,10001,1.0,0.0,Blink Network,40.74508,-73.97604,J1772,
46-71 30th Place,46-71 30th Place,11101,6.0,0.0,FLO,40.743643,-73.936591,J1772,
35 Red Cross Pl,35 Red Cross Pl,11201,6.0,0.0,FLO,40.699487,-73.989516,J1772,
Walgreens,589 Prospect Ave,11215,0.0,1.0,eVgo Network,40.656459,-73.977527,CHADEMO J1772COMBO,
200 Liberty,200 Liberty St,10006,2.0,0.0,AMPUP,40.710179,-74.013169,J1772,RESTAURANT
DSL Marketing and Energy Icon Parking,57 W 53rd St,10019,4.0,0.0,AMPUP,40.761698,-73.978338,J1772,PARKING_GARAGE
King's County Parking,581 Clarkson Ave,11203,4.0,0.0,AMPUP,40.656148,-73.940355,J1772,PARKING_GARAGE
Riverdale Fast Parking,5604 Broadway,10463,8.0,0.0,AMPUP,40.879501,-73.903603,J1772,PARKING_LOT
New Tech Energy,800 Ocean Pkwy,11230,1.0,0.0,AMPUP,40.628872,-73.971992,J1772,OFFICE_BLDG
Brooklyn Renaissance Plaza,335 Adams St,11201,6.0,0.0,EV Connect,40.693463,-73.988245,J1772,
Forest Hills Tower,11835 Queens Blvd,11375,6.0,0.0,EV Connect,40.715319,-73.830563,J1772,
Flushing Plaza,41-61 Kissena Blvd,11355,6.0,0.0,EV Connect,40.757772,-73.826935,J1772,
86-86 Palo Alto St,86-86 Palo Alto St,11423,2.0,0.0,EV Connect,40.718731,-73.773113,J1772,
GMC 127 East 83rd,127 E 83rd st,10028,4.0,0.0,EV Connect,40.777932,-73.957152,J1772,
New York Presbyterian Hospital,510 5th St,11215,6.0,0.0,EV Connect,40.668552,-73.97869,J1772,
LGA Airpark,99-111 Ditmars Blvd,11369,20.0,0.0,LIVINGSTON,40.77049,-73.87014,J1772,
10 East 30th St,10 E 30th St,10016,6.0,0.0,LIVINGSTON,40.74538,-73.98571,J1772,
575 1st Ave,575 1st Ave,10016,4.0,0.0,LIVINGSTON,40.74282,-73.97438,J1772,
171 E 84th St.,171 E 84th St.,10028,4.0,0.0,LIVINGSTON,40.77798,-73.95555,J1772,
The Rockaway Hotel,108-10 Rockaway Beach Dr.,11694,2.0,0.0,FLASH,40.581587,-73.830086,J1772,PUBLIC
1 WATERLINE STATION#7,10 Riverside Blvd,10019,2.0,0.0,ChargePoint Network,40.772839,-73.992493,J1772,
The Forge,44-28 Purves St,11101,2.0,0.0,Blink Network,40.74679,-73.94111,J1772,
Parkash 4769 LLC - 4769 White Plains,4769 White Plains Road,10470,7.0,0.0,Blink Network,40.905461,-73.849791,J1772,
Popeyes,3401 Mickle Ave,10469,6.0,0.0,FLO,40.876952,-73.845534,J1772,
iPark NYC 75 Wall Street - Tesla Destination,75 Wall St,10005,3.0,0.0,Tesla Destination,40.704776,-74.008276,J1772 TESLA,
GGMC 91 E 9th Street - Tesla Destination,91 East 9th Street,10003,3.0,0.0,Tesla Destination,40.730723,-73.990854,J1772 TESLA,
Icon Parking 515 E 72nd Street - Tesla Destination,515 E 72nd St,10021,3.0,0.0,Tesla Destination,40.766545,-73.95292,J1772 TESLA,
MPG Parking,475 West 41st St,10036,2.0,0.0,Blink Network,40.758967,-73.995189,J1772,
